chr17	76993284	76993507	CANT1
chr7	2987219	2987442	CARD11
chr11	3062040	3062263	CARS
chr15	40914250	40914473	CASC5
chr3	121980377	121980600	CASR
chr16	88967913	88968136	CBFA2T3
chr16	67063213	67063436	CBFB
chr11	119144486	119144709	CBL
chr3	105586249	105586472	CBLB
chr19	45281173	45281396	CBLC
chr10	61665903	61666126	CCDC6
chr4	26490950	26491173	CCKAR
chr11	6281078	6281301	CCKBR
chr11	69456015	69456238	CCND1
chr12	4383120	4383343	CCND2
chr6	41909169	41909392	CCND3
chr19	30303803	30304026	CCNE1
chr3	46245514	46245737	CCR1
chr17	40832461	40832684	CCR10
chr3	46398919	46399142	CCR2
chr3	46307109	46307332	CCR3
chr3	32994998	32995221	CCR4
chr6	167549751	167549974	CCR6
chr17	38711853	38712076	CCR7
chr3	45942350	45942573	CCR9
chr3	46449475	46449698	CCRL2
chr12	6559345	6559568	CD27
chr9	5457259	5457482	CD274
chr20	44757503	44757726	CD40
chr5	149786757	149786980	CD74
chr19	42383064	42383287	CD79A
chr17	62007622	62007845	CD79B
chr19	14512157	14512380	CD97
chr1	193091250	193091473	CDC73
chr16	68772149	68772372	CDH1
chr16	65038449	65038672	CDH11
chr17	37618277	37618500	CDK12
chr12	58144985	58145208	CDK4
chr7	92462488	92462711	CDK6
chr9	21994167	21994390	CDKN2A
chr13	28542952	28543175	CDX2
chr19	33793195	33793418	CEBPA
chr22	46932809	46933032	CELSR1
chr1	109792696	109792919	CELSR2
chr3	48699802	48700025	CELSR3
chr7	117149021	117149244	CFTR
chr22	29130459	29130682	CHEK2
chr4	54930285	54930508	CHIC2
chr2	175711665	175711888	CHN1
chr11	62678210	62678433	CHRM1
chr7	136700524	136700747	CHRM2
chr1	240070809	240071032	CHRM3
chr11	46407941	46408164	CHRM4
chr15	34354836	34355059	CHRM5
chr2	175624222	175624445	CHRNA1
chr11	3690408	3690631	CHRNA10
chr8	27327242	27327465	CHRNA2
chr15	78911067	78911290	CHRNA3
chr20	61990868	61991091	CHRNA4
chr15	78882108	78882331	CHRNA5
chr8	42620145	42620368	CHRNA6
chr15	32322734	32322957	CHRNA7
chr4	40339164	40339387	CHRNA9
chr17	7348545	7348768	CHRNB1
chr1	154543732	154543955	CHRNB2
chr8	42585647	42585870	CHRNB3
chr15	78923400	78923623	CHRNB4
chr2	233391199	233391422	CHRND
chr17	4805487	4805710	CHRNE
chr2	233404659	233404882	CHRNG
chr19	42793363	42793586	CIC
chr16	10995825	10996048	CIITA
chr1	86947910	86948133	CLCA1
chr1	86905766	86905989	CLCA2
chr1	87033170	87033393	CLCA4
chr7	143013283	143013506	CLCN1
chr3	184079111	184079334	CLCN2
chr4	170581435	170581658	CLCN3
chrX	10153034	10153257	CLCN4
chrX	49806894	49807117	CLCN5
chr1	11883671	11883894	CLCN6
chr16	1515210	1515433	CLCN7
chr6	31698584	31698807	CLIC1
chr9	139890012	139890235	CLIC3
chr6	45922855	45923078	CLIC5
chr21	36041737	36041960	CLIC6
chr11	57427180	57427403	CLP1
chr17	57724755	57724978	CLTC
chr22	19263102	19263325	CLTCL1
chr12	108685984	108686207	CMKLR1
chr4	47938723	47938946	CNGA1
chrX	150911816	150912039	CNGA2
chr2	98994070	98994293	CNGA3
chr11	6261240	6261463	CNGA4
chr16	58000957	58001180	CNGB1
chr8	87680181	87680404	CNGB3
chr19	54647877	54648100	CNOT3
chr6	88854340	88854563	CNR1
chr1	24201809	24202032	CNR2
chr9	34564702	34564925	CNTFR
chr9	123902886	123903109	CNTRL
chr17	48278708	48278931	COL1A1
chr8	100904079	100904302	COX6C
chr2	208424885	208425108	CREB1
chr11	46299567	46299790	CREB3L1
chr16	3929737	3929960	CREBBP
chr17	43911933	43912156	CRHR1
chr7	30721450	30721673	CRHR2
chr19	18882154	18882377	CRTC1
chr15	91083199	91083422	CRTC3
chr5	149460406	149460629	CSF1R
chr22	37325640	37325863	CSF2RB
chr1	36938153	36938376	CSF3R
chr3	41266853	41267076	CTNNB1
chr3	39307516	39307739	CX3CR1
chrX	70837312	70837535	CXCR3
chr2	136873091	136873314	CXCR4
chr11	118754555	118754778	CXCR5
chr3	45988392	45988615	CXCR6
chr16	50783622	50783845	CYLD
chrX	77529086	77529309	CYSLTR1
chr13	49281551	49281774	CYSLTR2
chr1	159175478	159175701	DARC
chr6	33290568	33290791	DAXX
chr11	47236621	47236844	DDB2
chr6	30856956	30857179	DDR1
chr1	162729503	162729726	DDR2
chr17	62502105	62502328	DDX5
chr6	18249947	18250170	DEK
chr14	95596302	95596525	DICER1
chr19	10828873	10829096	DNM2
chr2	25505455	25505678	DNMT3A
chr20	44423901	44424124	DNTTIP1
chr5	158523285	158523508	EBF1
chr6	139164027	139164250	ECT2L
chrX	65835702	65835925	EDA2R
chr2	109546570	109546793	EDAR
chr4	148461432	148461655	EDNRA
chr13	78493555	78493778	EDNRB
chr4	110866148	110866371	EGF
chr7	55086870	55087093	EGFR
chrX	129215151	129215374	ELF4
chr1	205589468	205589691	ELK4
chr19	18632692	18632915	ELL
chr7	73458119	73458342	ELN
chr2	42490277	42490500	EML4
chr19	6924634	6924857	EMR1
chr19	14772790	14773013	EMR3
chr22	41488910	41489133	EP300
chr7	143098492	143098715	EPHA1
chr1	16475216	16475439	EPHA2
chr3	89156834	89157057	EPHA3
chr2	222428909	222429132	EPHA4
chr4	66509015	66509238	EPHA5
chr3	96533484	96533707	EPHA6
chr6	94120733	94120956	EPHA7
chr1	22902705	22902928	EPHA8
chr3	134670209	134670432	EPHB1
chr1	23110880	23111103	EPHB2
chr3	184290489	184290712	EPHB3
chr7	100421215	100421438	EPHB4
chr7	142561303	142561526	EPHB6
chr19	11492614	11492837	EPOR
chr1	51937273	51937496	EPS15
chr17	37864610	37864833	ERBB2
chr12	56477467	56477690	ERBB3
chr2	213403105	213403328	ERBB4
chr12	1137037	1137260	ERC1
chr19	45873367	45873590	ERCC2
chr2	128051159	128051382	ERCC3
chr16	14013937	14014160	ERCC4
chr13	103510542	103510765	ERCC5
chr21	39817375	39817598	ERG
chr6	152128984	152129207	ESR1
chr14	64746717	64746940	ESR2
chr14	76905710	76905933	ESRRB
chr1	216850545	216850768	ESRRG
chr7	13975297	13975520	ETV1
chr17	41622606	41622829	ETV4
chr3	185783676	185783899	ETV5
chr12	12022333	12022556	ETV6
chr22	29695606	29695829	EWSR1
chr8	119122869	119123092	EXT1
chr11	44117706	44117929	EXT2
chr7	148523587	148523810	EZH2
chr6	159208111	159208334	EZR
chr5	76012059	76012282	F2R
chr5	75914306	75914529	F2RL2
chr19	16999966	17000189	F2RL3
chr1	118165541	118165764	FAM46C
chr16	89882896	89883119	FANCA
chr9	97873671	97873894	FANCC
chr3	10081393	10081616	FANCD2
chr6	35420390	35420613	FANCE
chr11	22647148	22647371	FANCF
chr9	35079342	35079565	FANCG
chr2	48132732	48132955	FBXO11
chr4	153303355	153303578	FBXW7
chr1	157557079	157557302	FCRL4
chr2	219846814	219847037	FEV
chr19	35842383	35842606	FFAR1
chr19	35940734	35940957	FFAR2
chr10	95326406	95326629	FFAR4
chr8	38275731	38275954	FGFR1
chr6	167416589	167416812	FGFR1OP
chr10	123325073	123325296	FGFR2
chr4	1803115	1803338	FGFR3
chr5	176517450	176517673	FGFR4
chr1	241682811	241683034	FH
chr3	59999692	59999915	FHIT
chr4	54243916	54244139	FIP1L1
chr17	17131307	17131530	FLCN
chr11	128627939	128628162	FLI1
chr13	29012279	29012502	FLT1
chr13	28674524	28674747	FLT3
chr5	180058631	180058854	FLT4
chr9	132719609	132719832	FNBP1
chr3	138665251	138665474	FOXL2
chr13	41240083	41240306	FOXO1
chrX	70316315	70316538	FOXO4
chr3	71247338	71247561	FOXP1
chr19	52272235	52272458	FPR2
chr19	52327127	52327350	FPR3
chr2	49209971	49210194	FSHR
chr19	680175	680398	FSTL3
chr1	78428378	78428601	FUBP1
chr16	31195110	31195333	FUS
chr7	90894113	90894336	FZD1
chr12	130647587	130647810	FZD10
chr17	42635272	42635495	FZD2
chr8	28384672	28384895	FZD3
chr11	86665840	86666063	FZD4
chr2	208632918	208633141	FZD5
chr8	104312378	104312601	FZD6
chr2	202899616	202899839	FZD7
chr10	35930186	35930409	FZD8
chr7	72848291	72848514	FZD9
chr6	29598200	29598423	GABBR1
chr9	101470669	101470892	GABBR2
chr5	161281135	161281358	GABRA1
chr4	46252482	46252705	GABRA2
chrX	151532829	151533052	GABRA3
chr4	46995308	46995531	GABRA4
chr15	27125983	27126206	GABRA5
chr4	47034335	47034558	GABRB1
chr5	160973290	160973513	GABRB2
chr15	27017729	27017952	GABRB3
chr1	1956286	1956509	GABRD
chrX	151130961	151131184	GABRE
chr4	46060475	46060698	GABRG1
chr5	161524607	161524830	GABRG2
chr15	27216611	27216834	GABRG3
chr5	170216041	170216264	GABRP
chrX	151806665	151806888	GABRQ
chr6	89926834	89927057	GABRR1
chr6	90009444	90009667	GABRR2
chr18	74962476	74962699	GALR1
chr17	74070864	74071087	GALR2
chr22	38220664	38220887	GALR3
chr17	9923053	9923276	GAS7
chrX	48650190	48650413	GATA1
chr3	128205744	128205967	GATA2
chr10	8097525	8097748	GATA3
chr17	79769193	79769416	GCGR
chr5	42711280	42711503	GHR
chr7	31009389	31009612	GHRHR
chr3	172166072	172166295	GHSR
chr19	46173794	46174017	GIPR
chr6	39025160	39025383	GLP1R
chr17	9737033	9737256	GLP2R
chr5	151239442	151239665	GLRA1
chrX	14548084	14548307	GLRA2
chr4	175749835	175750058	GLRA3
chrX	102979065	102979288	GLRA4
chr4	158064980	158065203	GLRB
chr19	3114853	3115076	GNA11
chr20	57415112	57415335	GNAS
chr4	68619820	68620043	GNRHR
chr14	93275594	93275817	GOLGA5
chr6	117923255	117923478	GOPC
chr2	219127436	219127659	GPBAR1
chrX	133119345	133119568	GPC3
chr7	1131524	1131747	GPER
chr14	66975152	66975375	GPHN
chr2	207040916	207041139	GPR1
chrX	136113618	136113841	GPR101
chr6	46977662	46977885	GPR110
chr6	47649957	47650180	GPR111
chrX	135404924	135405147	GPR112
chr2	26568972	26569195	GPR113
chr16	57604292	57604515	GPR114
chr6	47681963	47682186	GPR115
chr6	46849719	46849942	GPR116
chrX	129518971	129519194	GPR119
chr13	27333832	27334055	GPR12
chr10	134910474	134910697	GPR123
chr8	37654925	37655148	GPR124
chr4	22414849	22415072	GPR125
chr6	142688672	142688895	GPR126
chr3	100352008	100352231	GPR128
chr14	105518262	105518485	GPR132
chr12	131439073	131439296	GPR133
chr14	59931702	59931925	GPR135
chr16	20043640	20043863	GPR139
chr7	37779923	37780146	GPR141
chr17	72363744	72363967	GPR142
chrX	9733676	9733899	GPR143
chr9	127214830	127215053	GPR144
chr7	1097433	1097656	GPR146
chr2	131486838	131487061	GPR148
chr3	154147215	154147438	GPR149
chr5	94955893	94956116	GPR150
chr5	145895284	145895507	GPR151
chr11	67219555	67219778	GPR152
chr1	6314624	6314847	GPR153
chr3	119886880	119887103	GPR156
chr1	9188930	9189153	GPR157
chr10	25464365	25464588	GPR158
chr1	168105399	168105622	GPR161
chr12	6932995	6933218	GPR162
chr2	128408406	128408629	GPR17
chr3	150916687	150916910	GPR171
chrX	53105749	53105972	GPR173
chrX	78426735	78426958	GPR174
chr15	40212068	40212291	GPR176
chr13	99907639	99907862	GPR18
chr12	57389118	57389341	GPR182
chr13	99948035	99948258	GPR183
chr12	12814217	12814440	GPR19
chr8	142367614	142367837	GPR20
chr7	107115282	107115505	GPR22
chr1	200842100	200842323	GPR25
chr10	125425956	125426179	GPR26
chr3	71803100	71803323	GPR27
chr1	27720553	27720776	GPR3
chr6	167571055	167571278	GPR31
chr19	51273815	51274038	GPR32
chrX	41554865	41555088	GPR34
chr2	241569976	241570199	GPR35
chr7	124404891	124405114	GPR37
chr1	202096863	202097086	GPR37L1
chr2	133175118	133175341	GPR39
chr19	46094978	46095201	GPR4
chr2	105858657	105858880	GPR45
chrX	150345176	150345399	GPR50
chr1	174417928	174418151	GPR52
chr2	231775258	231775481	GPR55
chr16	57685105	57685328	GPR56
chr6	110300434	110300657	GPR6
chr1	110085725	110085948	GPR61
chr3	51989897	51990120	GPR62
chr6	97247469	97247692	GPR63
chrX	19025303	19025526	GPR64
chr14	88477404	88477627	GPR65
chr14	91701246	91701469	GPR68
chr2	54081442	54081665	GPR75
chr4	8582727	8582950	GPR78
chrX	41586519	41586742	GPR82
chr11	94133944	94134167	GPR83
chr12	54757457	54757680	GPR84
chr7	112724570	112724793	GPR85
chr3	151012794	151013017	GPR87
chr1	101004517	101004740	GPR88
chr16	57718250	57718473	GPR97
chr12	13061097	13061320	GPRC5A
chr16	19883919	19884142	GPRC5B
chr17	72436155	72436378	GPRC5C
chr12	13103047	13103270	GPRC5D
chr6	117127435	117127658	GPRC6A
chr5	153026603	153026826	GRIA1
chr4	158142729	158142952	GRIA2
chrX	122318325	122318548	GRIA3
chr11	105482966	105483189	GRIA4
chr10	88123729	88123952	GRID1
chr4	93225756	93225979	GRID2
chr21	31311604	31311827	GRIK1
chr6	102074382	102074605	GRIK2
chr1	37356572	37356795	GRIK3
chr11	120530930	120531153	GRIK4
chr19	42569274	42569497	GRIK5
chr9	140033845	140034068	GRIN1
chr16	9984754	9984977	GRIN2A
chr12	14018900	14019123	GRIN2B
chr17	72848373	72848596	GRIN2C
chr19	48901716	48901939	GRIN2D
chr9	104499945	104500168	GRIN3A
chr19	1000534	1000757	GRIN3B
chr6	146350642	146350865	GRM1
chr3	51743159	51743382	GRM2
chr7	86394532	86394755	GRM3
chr6	34100813	34101036	GRM4
chr11	88386374	88386597	GRM5
chr5	178421721	178421944	GRM6
chr3	6903076	6903299	GRM7
chr7	126883083	126883306	GRM8
chrX	16142032	16142255	GRPR
chr12	123214755	123214978	HCAR1
chr5	45696054	45696277	HCN1
chr19	603658	603881	HCN2
chr1	155252192	155252415	HCN3
chr15	73659904	73660127	HCN4
chr1	32084788	32085011	HCRTR1
chr6	55039289	55039512	HCRTR2
chr16	56966073	56966296	HERPUD1
chr8	80679200	80679423	HEY1
chr7	75368024	75368247	HIP1
chr6	26032161	26032384	HIST1H3B
chr17	53345048	53345271	HLF
chr12	121416507	121416730	HNF1A
chr20	42984347	42984570	HNF4A
chr8	76470698	76470921	HNF4G
chr7	26237212	26237435	HNRNPA2B1
chr8	42821526	42821749	HOOK3
chr7	27224593	27224816	HOXA11
chr7	27239078	27239301	HOXA13
chr7	27204786	27205009	HOXA9
chr12	54366979	54367202	HOXC11
chr12	54332628	54332851	HOXC13
chr2	176971983	176972206	HOXD11
chr2	176957732	176957955	HOXD13
chr11	533389	533612	HRAS
chr3	11300768	11300991	HRH1
chr5	175110260	175110483	HRH2
chr20	60794903	60795126	HRH3
chr18	22040726	22040949	HRH4
chr14	102605538	102605761	HSP90AA1
chr5	63257366	63257589	HTR1A
chr6	78172768	78172991	HTR1B
chr1	23520154	23520377	HTR1D
chr6	87725367	87725590	HTR1E
chr3	88039932	88040155	HTR1F
chr13	47466499	47466722	HTR2A
chr2	231973793	231974016	HTR2B
chrX	113965650	113965873	HTR2C
chr11	113848500	113848723	HTR3A
chr11	113803563	113803786	HTR3B
chr3	183774566	183774789	HTR3C
chr3	183753736	183753959	HTR3D
chr3	183818251	183818474	HTR3E
chr5	147928167	147928390	HTR4
chr7	154862850	154863073	HTR5A
chr1	19992273	19992496	HTR6
chr10	92617098	92617321	HTR7
chr2	209113005	209113228	IDH1
chr15	90634750	90634973	IDH2
chr21	34697271	34697494	IFNAR1
chr21	34619013	34619236	IFNAR2
chr6	137528055	137528278	IFNGR1
chr21	34787125	34787348	IFNGR2
chr1	24495964	24496187	IFNLR1
chr15	99250698	99250921	IGF1R
chr7	50367143	50367366	IKZF1
chr11	117859092	117859315	IL10RA
chr9	34656638	34656861	IL11RA
chr19	18192945	18193168	IL12RB1
chr1	67795262	67795485	IL12RB2
chrX	117880825	117881048	IL13RA1
chrX	114244091	114244314	IL13RA2
chr10	6008155	6008378	IL15RA
chr22	17565960	17566183	IL17RA
chr3	53890873	53891096	IL17RB
chr3	9962105	9962328	IL17RC
chr3	57199174	57199397	IL17RD
chr3	9948570	9948793	IL17RE
chr2	102992301	102992524	IL18R1
chr2	103040329	103040552	IL18RAP
chr2	102781562	102781785	IL1R1
chr2	102625953	102626176	IL1R2
chr3	190321979	190322202	IL1RAP
chrX	29300954	29301177	IL1RAPL1
chrX	104440150	104440373	IL1RAPL2
chr2	102955268	102955491	IL1RL1
chr2	102817919	102818142	IL1RL2
chr6	137330380	137330603	IL20RA
chr3	136701005	136701228	IL20RB
chr16	27445592	27445815	IL21R
chr1	24464993	24465216	IL22RA1
chr1	67648420	67648643	IL23R
chr10	6067714	6067937	IL2RA
chrX	70331194	70331417	IL2RG
chr16	27353386	27353609	IL4R
chr3	3133807	3134030	IL5RA
chr1	154406957	154407180	IL6R
chr5	55250538	55250761	IL6ST
chr5	35871169	35871392	IL7R
chr19	7267558	7267781	INSR
chr1	156823870	156824093	INSRR
chr6	393133	393356	IRF4
chr5	156649835	156650058	ITK
chr3	4558110	4558333	ITPR1
chr12	26868175	26868398	ITPR2
chr6	33630284	33630507	ITPR3
chr1	65348934	65349157	JAK1
chr9	5050585	5050808	JAK2
chr19	17955062	17955285	JAK3
chr7	27934857	27935080	JAZF1
chr1	59248571	59248794	JUN
chr8	41906137	41906360	KAT6A
chr10	76603011	76603234	KAT6B
chr12	5021045	5021268	KCNA1
chr1	111061153	111061376	KCNA10
chr1	111146672	111146895	KCNA2
chr1	111217158	111217381	KCNA3
chr11	30033596	30033819	KCNA4
chr12	5153243	5153466	KCNA5
chr12	4919112	4919335	KCNA6
chr19	49575684	49575907	KCNA7
chr3	156009700	156009923	KCNAB1
chr1	6111506	6111729	KCNAB2
chr17	7832608	7832831	KCNAB3
chr20	48098891	48099114	KCNB1
chr8	73479884	73480107	KCNB2
chr11	17757454	17757677	KCNC1
chr12	75601355	75601578	KCNC2
chr19	50832204	50832427	KCNC3
chr1	110754675	110754898	KCNC4
chrX	48826192	48826415	KCND1
chr7	119914616	119914839	KCND2
chr1	112524965	112525188	KCND3
chr21	35821804	35822027	KCNE1
chrX	108868085	108868308	KCNE1L
chr11	74168475	74168698	KCNE3
chr2	223917827	223918050	KCNE4
chr2	11052542	11052765	KCNF1
chr20	49626649	49626872	KCNG1
chr18	77623791	77624014	KCNG2
chr2	42720466	42720689	KCNG3
chr16	84270855	84271078	KCNG4
chr1	211192381	211192604	KCNH1
chr7	150671905	150672128	KCNH2
chr12	49933147	49933370	KCNH3
chr17	40332838	40333061	KCNH4
chr14	63453776	63453999	KCNH5
chr17	61601535	61601758	KCNH6
chr2	163374205	163374428	KCNH7
chr3	19389263	19389486	KCNH8
chr11	128712179	128712402	KCNJ1
chr1	160011969	160012192	KCNJ10
chr11	17409507	17409730	KCNJ11
chr17	21318637	21318860	KCNJ12
chr2	233635809	233636032	KCNJ13
chr19	48964960	48965183	KCNJ14
chr21	39671285	39671508	KCNJ15
chr17	68128663	68128886	KCNJ16
chr17	68171433	68171656	KCNJ2
chr2	155555301	155555524	KCNJ3
chr22	38824014	38824237	KCNJ4
chr11	128781175	128781398	KCNJ5
chr21	39087216	39087439	KCNJ6
chr1	160053836	160054059	KCNJ9
chr1	233750068	233750291	KCNK1
chr14	88729769	88729992	KCNK10
chr2	47797255	47797478	KCNK12
chr14	90528496	90528719	KCNK13
chr20	43374575	43374798	KCNK15
chr6	39281971	39282194	KCNK17
chr1	215256634	215256857	KCNK2
chr2	26915648	26915871	KCNK3
chr11	64060536	64060759	KCNK4
chr6	39162396	39162619	KCNK5
chr19	38810518	38810741	KCNK6
chr11	65363111	65363334	KCNK7
chr8	140715041	140715264	KCNK9
chr10	79397083	79397306	KCNMA1
chr5	169810630	169810853	KCNMB1
chr3	178525110	178525333	KCNMB2
chr12	70760425	70760648	KCNMB4
chr19	18084656	18084879	KCNN1
chr5	113698408	113698631	KCNN2
chr1	154842074	154842297	KCNN3
chr19	44284855	44285078	KCNN4
chr11	2466477	2466700	KCNQ1
chr20	62103693	62103916	KCNQ2
chr8	133492550	133492773	KCNQ3
chr1	41249888	41250111	KCNQ4
chr6	73331971	73332194	KCNQ5
chr20	43727200	43727423	KCNS1
chr8	99440154	99440377	KCNS2
chr2	18112456	18112679	KCNS3
chr9	138641861	138642084	KCNT1
chr1	196392103	196392326	KCNT2
chr8	36644730	36644953	KCNU1
chr8	110986381	110986604	KCNV1
chr9	2718037	2718260	KCNV2
chr12	498119	498342	KDM5A
chrX	53253942	53254165	KDM5C
chrX	44922572	44922795	KDM6A
chr4	55976739	55976962	KDR
chr18	61018118	61018341	KDSR
chr7	138603823	138604046	KIAA1549
chr10	32344707	32344930	KIF5B
chr19	917409	917632	KISS1R
chr4	55524125	55524348	KIT
chr9	110250316	110250539	KLF4
chr10	3827047	3827270	KLF6
chr11	118342281	118342504	KMT2A
chr7	151948965	151949188	KMT2C
chr12	49448404	49448627	KMT2D
chr14	56078889	56079112	KTN1
chr17	37026347	37026570	LASP1
chr1	32740267	32740490	LCK
chr13	46730509	46730732	LCP1
chr1	66067491	66067714	LEPR
chr11	27390531	27390754	LGR4
chr12	71833868	71834091	LGR5
chr1	202245508	202245731	LGR6
chr2	48982591	48982814	LHCGR
chr13	39918055	39918278	LHFP
chr5	38527271	38527494	LIFR
chr11	8251738	8251961	LMO1
chr11	33890968	33891191	LMO2
chr9	113704040	113704263	LPAR1
chr19	19737952	19738175	LPAR2
chr1	85331058	85331281	LPAR3
chrX	78010693	78010916	LPAR4
chr12	6729959	6730182	LPAR5
chr13	48986019	48986242	LPAR6
chr19	14288428	14288651	LPHN1
chr1	82372662	82372885	LPHN2
chr4	62542486	62542709	LPHN3
chr3	188326991	188327214	LPP
chr12	59313882	59314105	LRIG3
chr14	24784781	24785004	LTB4R
chr14	24779985	24780208	LTB4R2
chr12	6493656	6493879	LTBR
chr15	41804877	41805100	LTK
chr19	13211403	13211626	LYL1
chr16	79633571	79633794	MAF
chr20	39317146	39317369	MAFB
chr18	56338780	56339003	MALT1
chr11	96074851	96075074	MAML2
chr15	66679627	66679850	MAP2K1
chr6	160327954	160328177	MAS1
chr6	29455251	29455474	MAS1L
chr14	65568932	65569155	MAX
chr16	89985744	89985967	MC1R
chr18	13885344	13885567	MC2R
chr20	54824253	54824476	MC3R
chr18	58038565	58038788	MC4R
chr18	13826107	13826330	MC5R
chr22	41075439	41075662	MCHR1
chr19	7589868	7590091	MCOLN1
chr12	69210508	69210731	MDM2
chr1	204518316	204518539	MDM4
chr3	168849185	168849408	MECOM
chrX	70338517	70338740	MED12
chr11	64577423	64577646	MEN1
chr2	112704994	112705217	MERTK
chr7	116339160	116339383	MET
chr12	56847416	56847639	MIP
chr3	69788655	69788878	MITF
chr22	40827348	40827571	MKL1
chr3	158315842	158316065	MLF1
chr3	37034942	37035165	MLH1
chr19	6270643	6270866	MLLT1
chr10	21823481	21823704	MLLT10
chr9	20620608	20620831	MLLT3
chr6	168265231	168265454	MLLT4
